,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
28,Lonzo Ball,PG,20,LAL,52,50,34.2,3.9,10.8,.360,1.7,5.7,.305,2.2,5.2,.420,.440,0.6,1.4,.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,12.5,.444,.523,.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,.053,-0.7,1.6,1.0,1.3,2018
29,J.J. Barea,PG,33,DAL,69,10,23.2,4.4,10.0,.439,1.7,4.5,.367,2.7,5.5,.499,.522,1.2,1.5,.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,17.8,.545,.454,.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,.098,2.7,-1.5,1.2,1.3,2018
30,Harrison Barnes,PF,25,DAL,77,77,34.2,7.0,15.7,.445,1.5,4.3,.357,5.4,11.4,.478,.494,3.4,4.1,.827,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,15.8,.539,.276,.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,.070,0.8,-1.3,-0.5,1.0,2018
31,Will Barton,SG,27,DEN,81,40,33.1,5.7,12.7,.452,1.9,5.2,.370,3.8,7.5,.510,.528,2.2,2.8,.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,16.2,.562,.411,.220,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,.111,1.6,-0.4,1.1,2.1,2018
32,Nicolas Batum,SG,29,CHO,64,64,31.0,4.2,10.2,.415,1.4,4.3,.336,2.8,5.9,.473,.486,1.7,2.0,.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,14.4,.523,.422,.200,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,.084,0.5,-0.1,0.4,1.2,2018
33,Jerryd Bayless,SG,29,PHI,39,11,23.7,2.8,6.7,.416,1.4,3.7,.370,1.4,3.0,.474,.519,0.9,1.1,.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,7.5,.546,.557,.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,.055,-2.7,-0.2,-2.8,-0.2,2018
34,Aron Baynes,C,31,BOS,81,67,18.3,2.6,5.5,.471,0.0,0.3,.143,2.6,5.2,.487,.474,0.7,1.0,.756,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,12.0,.502,.047,.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,.097,-3.6,0.7,-2.9,-0.3,2018
35,Kent Bazemore,SG,28,ATL,65,65,27.5,4.4,10.4,.420,1.7,4.2,.394,2.7,6.2,.438,.500,2.5,3.1,.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,14.5,.547,.405,.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,.059,-0.4,1.0,0.6,1.2,2018
36,Bradley Beal,SG,24,WAS,82,82,36.3,8.3,18.1,.460,2.4,6.5,.375,5.9,11.6,.507,.527,3.6,4.5,.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,18.4,.564,.357,.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,.111,2.9,-0.7,2.2,3.1,2018
37,Malik Beasley,SG,21,DEN,62,0,9.4,1.2,2.9,.410,0.5,1.3,.341,0.7,1.5,.469,.489,0.4,0.5,.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,9.0,.509,.461,.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,.028,-2.4,-1.4,-3.8,-0.3,2018
38,Michael Beasley,PF,29,NYK,74,30,22.3,5.5,10.9,.507,0.5,1.2,.395,5.1,9.7,.520,.528,1.7,2.1,.780,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2,17.8,.556,.107,.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,.069,0.6,-0.8,-0.2,0.7,2018
39,Marco Belinelli,SG,31,TOT,80,2,24.3,4.2,9.6,.441,1.9,4.9,.377,2.4,4.6,.509,.539,1.9,2.0,.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,14.1,.581,.517,.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,.092,0.4,-0.8,-0.5,0.8,2018
40,Jordan Bell,C,23,GSW,57,13,14.2,2.0,3.2,.627,0.0,0.1,.000,2.0,3.2,.641,.627,0.5,0.8,.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,18.0,.641,.022,.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,.174,0.0,2.8,2.8,1.0,2018
41,DeAndre' Bembry,SF,23,ATL,26,3,17.5,2.0,4.9,.414,0.4,1.2,.367,1.6,3.8,.429,.457,0.7,1.3,.576,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,7.6,.477,.234,.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.040,-5.1,0.3,-4.7,-0.3,2018
42,Dragan Bender,PF,20,PHO,82,37,25.2,2.3,5.9,.386,1.4,3.9,.366,0.8,2.0,.426,.508,0.5,0.6,.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,7.1,.524,.665,.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,.001,-2.9,-0.8,-3.7,-0.9,2018
43,Dāvis Bertāns,PF,25,SAS,77,10,14.1,2.1,4.8,.440,1.2,3.3,.373,0.9,1.5,.588,.568,0.5,0.6,.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,14.1,.588,.689,.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,.135,1.0,0.6,1.6,1.0,2018
44,Patrick Beverley,SG,29,LAC,11,11,30.4,4.4,10.8,.403,2.2,5.5,.400,2.2,5.4,.407,.504,1.3,1.5,.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,12.4,.530,.504,.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,.056,-0.3,0.8,0.5,0.2,2018
45,Khem Birch,C,25,ORL,42,0,13.8,1.6,3.0,.540,0.0,0.0,0,1.6,3.0,.540,.540,1.0,1.5,.689,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,16.4,.582,.000,.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,.150,-0.7,-0.2,-0.9,0.2,2018
46,Jabari Bird,SG,23,BOS,13,1,8.8,1.2,2.0,.577,0.2,0.5,.429,0.9,1.5,.632,.635,0.5,1.0,.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,12.1,.615,.269,.500,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,.098,-2.7,-0.4,-3.1,0.0,2018
47,Bismack Biyombo,C,25,ORL,82,25,18.2,2.2,4.3,.520,0.0,0.0,.000,2.2,4.3,.521,.520,1.2,1.9,.650,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,14.1,.556,.003,.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,.094,-2.6,0.2,-2.4,-0.2,2018
48,Nemanja Bjelica,PF,29,MIN,67,21,20.5,2.6,5.5,.461,1.1,2.7,.415,1.4,2.8,.505,.563,0.5,0.7,.800,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,12.6,.581,.493,.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,.097,-0.1,0.2,0.1,0.7,2018
49,Tarik Black,C,26,HOU,51,2,10.5,1.5,2.5,.591,0.0,0.2,.091,1.5,2.3,.638,.594,0.6,1.2,.460,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,3.5,14.3,.582,.087,.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,.136,-3.7,1.2,-2.6,-0.1,2018
50,Antonio Blakeney,SG,21,CHI,19,0,16.5,2.8,7.5,.371,0.8,2.7,.288,2.0,4.8,.418,.423,1.6,2.1,.769,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,7.9,10.1,.471,.364,.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-2.8,-2.4,-5.2,-0.3,2018
51,Eric Bledsoe,PG,28,TOT,74,74,31.4,6.3,13.4,.473,1.7,4.9,.347,4.6,8.5,.545,.536,3.4,4.3,.795,0.7,3.1,3.8,5.0,2.0,0.6,2.9,2.5,17.7,19.7,.582,.364,.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,.116,2.3,0.3,2.5,2.6,2018
52,Vander Blue,SG,25,LAL,5,0,9.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.2,0.4,.500,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6,-1.8,.255,.400,.400,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.103,-7.6,-0.7,-8.4,-0.1,2018
53,Bogdan Bogdanović,SG,25,SAC,78,53,27.9,4.4,9.9,.446,1.7,4.2,.392,2.8,5.7,.485,.529,1.3,1.5,.840,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,13.5,.556,.426,.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,.064,-0.6,-0.9,-1.5,0.3,2018
54,Bojan Bogdanović,SF,28,IND,80,80,30.8,5.1,10.7,.474,1.9,4.8,.402,3.1,5.8,.534,.565,2.2,2.6,.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,13.9,.605,.453,.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,.105,0.5,-1.2,-0.7,0.8,2018
55,Andrew Bogut,C,33,LAL,24,5,9.0,0.7,1.0,.680,0.0,0.0,0,0.7,1.0,.680,.680,0.1,0.1,1.000,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5,10.9,.696,.000,.080,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,.094,-4.7,1.9,-2.8,-0.1,2018
56,Joel Bolomboy,PF,24,MIL,6,0,6.3,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,.500,0.5,1.0,.500,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5,11.7,.521,.167,1.000,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,.079,-2.6,-2.4,-5.0,0.0,2018
57,Devin Booker,SG,21,PHO,54,54,34.5,8.4,19.5,.432,2.7,7.1,.383,5.7,12.4,.460,.501,5.4,6.1,.878,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,24.9,18.1,.561,.364,.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,.063,2.9,-2.0,0.9,1.4,2018
58,Trevor Booker,PF,30,TOT,68,7,17.0,2.6,5.0,.516,0.1,0.5,.242,2.5,4.6,.545,.528,1.0,1.4,.710,1.7,3.0,4.7,1.2,0.4,0.3,0.9,1.8,6.3,14.9,.557,.096,.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,.121,-0.6,0.0,-0.6,0.4,2018
59,Chris Boucher,PF,25,GSW,1,0,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.5,.000,1.000,.000,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-21.7,-11.4,-33.1,0.0,2018
60,Avery Bradley,SG,27,TOT,46,46,31.2,5.6,13.6,.414,1.6,4.4,.369,4.0,9.2,.436,.474,1.4,1.8,.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,9.6,.496,.325,.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-3.0,-1.0,-4.0,-0.7,2018
61,Tony Bradley,C,20,UTA,9,0,3.2,0.3,1.2,.273,0.0,0.1,.000,0.3,1.1,.300,.273,0.2,0.2,1.000,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,0.9,9.5,.337,.091,.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,.033,-3.0,-4.5,-7.5,0.0,2018
62,Corey Brewer,SF-SG,31,TOT,72,18,16.8,2.0,4.4,.449,0.4,1.5,.282,1.5,2.9,.539,.498,0.9,1.3,.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,11.2,.534,.348,.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,.091,-3.2,1.9,-1.3,0.2,2018
63,Malcolm Brogdon,PG,25,MIL,48,20,29.9,5.1,10.5,.485,1.3,3.4,.385,3.8,7.1,.532,.547,1.6,1.8,.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,14.3,.578,.320,.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,.091,-0.1,-1.0,-1.2,0.3,2018
64,Aaron Brooks,PG,33,MIN,32,1,5.9,0.9,2.2,.406,0.3,1.0,.355,0.5,1.2,.447,.486,0.3,0.3,.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,9.8,.508,.449,.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,.033,-2.6,-1.3,-3.8,-0.1,2018
65,Dillon Brooks,SF,22,MEM,82,74,28.7,4.1,9.4,.440,1.1,3.2,.356,3.0,6.2,.484,.501,1.5,2.0,.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,9.8,.531,.342,.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,.024,-2.9,-1.1,-4.0,-1.2,2018
66,MarShon Brooks,SG,29,MEM,7,1,27.6,7.3,14.6,.500,2.7,4.6,.594,4.6,10.0,.457,.593,2.9,3.3,.870,1.1,1.9,3.0,3.6,1.6,0.4,2.3,0.9,20.1,26.1,.629,.314,.225,4.7,8.0,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,.179,7.5,-0.4,7.1,0.4,2018
67,Anthony Brown,SF,25,MIN,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,0,1.500,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,41.9,1.500,1.000,.000,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,0.0,0.0,0.0,.571,26.2,4.3,30.5,0.0,2018
68,Bobby Brown,PG,33,HOU,20,0,5.8,1.0,2.9,.328,0.6,2.0,.275,0.4,0.9,.444,.422,0.1,0.1,.500,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5,5.5,.425,.690,.034,0.0,6.8,3.4,15.0,1.7,0.0,13.3,26.1,-0.3,0.1,-0.2,-0.080,-4.9,-2.3,-7.2,-0.2,2018
69,Jaylen Brown,SG,21,BOS,70,70,30.7,5.3,11.5,.465,1.7,4.4,.395,3.6,7.1,.507,.540,2.1,3.3,.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,14.5,13.6,.562,.381,.290,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,.100,-0.8,0.3,-0.5,0.8,2018
