   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA ,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
23 ,Carmelo Anthony         ,SF   ,31.0,NYK,72.0,72.0,35.1,7.9 ,18.2,0.434,1.5,4.3 ,0.339,6.4,13.8,0.463,0.474,4.6,5.6 ,0.829,1.4,6.4 ,7.7 ,4.2 ,0.9,0.5,2.4,2.5,21.8
25 ,Keith Appling           ,PG   ,23.0,ORL,5.0 ,0.0 ,5.4 ,0.4 ,1.6 ,0.25 ,0.0,0.6 ,0.0  ,0.4,1.0 ,0.4  ,0.25 ,0.4,0.4 ,1.0  ,0.0,0.2 ,0.2 ,0.2 ,0.2,0.0,0.6,1.0,1.2
26 ,Trevor Ariza            ,SF   ,30.0,HOU,81.0,81.0,35.3,4.4 ,10.6,0.416,2.3,6.2 ,0.371,2.1,4.4 ,0.478,0.523,1.6,2.0 ,0.783,0.8,3.7 ,4.5 ,2.3 ,2.0,0.3,1.4,2.2,12.7
27 ,Darrell Arthur          ,PF   ,27.0,DEN,70.0,16.0,21.7,3.2 ,7.0 ,0.452,0.6,1.7 ,0.385,2.5,5.3 ,0.473,0.498,0.6,0.8 ,0.755,1.2,3.0 ,4.2 ,1.4 ,0.8,0.7,0.9,2.6,7.5
29 ,D.J. Augustin           ,PG   ,28.0,TOT,62.0,0.0 ,19.0,2.4 ,5.6 ,0.423,1.1,2.7 ,0.405,1.3,2.9 ,0.44 ,0.52 ,1.7,2.1 ,0.805,0.1,1.4 ,1.5 ,3.2 ,0.6,0.1,1.4,1.4,7.5
32 ,Jeff Ayres              ,C    ,28.0,LAC,17.0,0.0 ,6.3 ,0.7 ,1.4 ,0.522,0.0,0.1 ,0.0  ,0.7,1.3 ,0.545,0.522,0.4,0.4 ,1.0  ,0.2,1.1 ,1.3 ,0.3 ,0.0,0.2,0.4,1.1,1.8
33 ,Luke Babbitt            ,SF   ,26.0,NOP,47.0,13.0,18.0,2.6 ,6.1 ,0.422,0.9,2.3 ,0.404,1.7,3.8 ,0.433,0.498,0.8,1.1 ,0.78 ,0.5,2.6 ,3.1 ,1.1 ,0.2,0.1,0.5,1.9,7.0
34 ,Cameron Bairstow        ,C    ,25.0,CHI,18.0,2.0 ,5.7 ,0.7 ,2.2 ,0.325,0.1,0.3 ,0.2  ,0.7,1.9 ,0.343,0.338,0.4,0.4 ,0.875,0.2,1.3 ,1.6 ,0.3 ,0.1,0.2,0.2,1.1,1.9
35 ,Leandro Barbosa         ,SG   ,33.0,GSW,68.0,0.0 ,15.9,2.5 ,5.4 ,0.462,0.6,1.6 ,0.355,1.9,3.8 ,0.508,0.515,0.8,0.9 ,0.839,0.4,1.3 ,1.7 ,1.2 ,0.6,0.1,0.8,1.6,6.4
36 ,J.J. Barea              ,PG   ,31.0,DAL,74.0,16.0,22.5,4.3 ,9.6 ,0.446,1.4,3.5 ,0.385,2.9,6.1 ,0.481,0.516,1.0,1.3 ,0.771,0.4,1.7 ,2.1 ,4.1 ,0.4,0.0,1.5,1.5,10.9
37 ,Andrea Bargnani         ,C    ,30.0,BRK,46.0,0.0 ,13.8,2.8 ,6.1 ,0.455,0.1,0.3 ,0.188,2.7,5.7 ,0.471,0.461,1.0,1.2 ,0.825,0.6,1.5 ,2.1 ,0.4 ,0.1,0.2,0.6,1.3,6.6
38 ,Harrison Barnes         ,SF   ,23.0,GSW,66.0,59.0,30.9,4.5 ,9.6 ,0.466,1.2,3.2 ,0.383,3.2,6.3 ,0.508,0.531,1.5,2.0 ,0.761,1.2,3.8 ,4.9 ,1.8 ,0.6,0.2,0.9,2.1,11.7
39 ,Matt Barnes             ,SF   ,35.0,MEM,76.0,45.0,28.8,3.5 ,9.1 ,0.381,1.6,4.9 ,0.322,1.9,4.3 ,0.449,0.467,1.5,1.8 ,0.804,1.1,4.4 ,5.5 ,2.1 ,1.0,0.8,1.6,3.1,10.0
40 ,Will Barton             ,SG   ,25.0,DEN,82.0,1.0 ,28.7,5.2 ,12.0,0.432,1.4,4.0 ,0.345,3.8,8.0 ,0.476,0.489,2.6,3.3 ,0.806,0.7,5.1 ,5.8 ,2.5 ,0.9,0.5,1.7,1.8,14.4
41 ,Brandon Bass            ,PF   ,30.0,LAL,66.0,0.0 ,20.3,2.6 ,4.8 ,0.549,0.0,0.0 ,0.0  ,2.6,4.8 ,0.552,0.549,1.9,2.2 ,0.845,1.6,2.7 ,4.3 ,1.1 ,0.5,0.8,0.6,1.9,7.2
42 ,Nicolas Batum           ,SF   ,27.0,CHO,70.0,70.0,35.0,5.3 ,12.5,0.426,2.0,5.7 ,0.348,3.3,6.8 ,0.492,0.506,2.3,2.7 ,0.849,0.8,5.3 ,6.1 ,5.8 ,0.9,0.6,2.9,1.6,14.9
43 ,Jerryd Bayless          ,SG   ,27.0,MIL,52.0,18.0,28.9,3.6 ,8.4 ,0.423,1.9,4.4 ,0.437,1.6,4.0 ,0.408,0.539,1.3,1.7 ,0.778,0.4,2.3 ,2.7 ,3.1 ,0.9,0.2,1.4,2.1,10.4
44 ,Aron Baynes             ,C    ,29.0,DET,81.0,1.0 ,15.2,2.4 ,4.7 ,0.505,0.0,0.0 ,0.0  ,2.4,4.7 ,0.508,0.505,1.6,2.0 ,0.764,1.7,3.0 ,4.7 ,0.6 ,0.3,0.6,0.8,1.9,6.3
46 ,Kent Bazemore           ,SF   ,26.0,ATL,75.0,68.0,27.8,4.3 ,9.7 ,0.441,1.5,4.1 ,0.357,2.8,5.6 ,0.502,0.517,1.6,2.0 ,0.815,0.4,4.7 ,5.1 ,2.3 ,1.3,0.5,1.8,2.3,11.6
47 ,Bradley Beal            ,SG   ,22.0,WAS,55.0,35.0,31.1,6.5 ,14.5,0.449,1.9,4.9 ,0.387,4.6,9.6 ,0.481,0.515,2.5,3.2 ,0.767,0.7,2.7 ,3.4 ,2.9 ,1.0,0.2,2.0,2.1,17.4
48 ,Michael Beasley         ,PF   ,27.0,HOU,20.0,0.0 ,18.2,5.4 ,10.3,0.522,0.2,0.5 ,0.333,5.2,9.8 ,0.531,0.529,1.9,2.5 ,0.776,1.5,3.5 ,4.9 ,0.8 ,0.6,0.5,1.2,2.0,12.8
49 ,Marco Belinelli         ,SG   ,29.0,SAC,68.0,7.0 ,24.6,3.6 ,9.3 ,0.386,1.3,4.4 ,0.306,2.3,5.0 ,0.456,0.457,1.7,2.0 ,0.833,0.1,1.6 ,1.7 ,1.9 ,0.5,0.0,1.2,1.3,10.2
50 ,Anthony Bennett         ,PF   ,22.0,TOR,19.0,0.0 ,4.4 ,0.4 ,1.4 ,0.296,0.2,0.7 ,0.214,0.3,0.7 ,0.385,0.352,0.5,0.5 ,0.9  ,0.3,0.9 ,1.2 ,0.0 ,0.3,0.0,0.2,0.4,1.5
51 ,Patrick Beverley        ,PG   ,27.0,HOU,71.0,63.0,28.7,3.6 ,8.4 ,0.434,1.7,4.4 ,0.4  ,1.9,4.0 ,0.472,0.539,0.8,1.2 ,0.682,1.0,2.5 ,3.5 ,3.4 ,1.3,0.4,1.3,3.3,9.9
52 ,Bismack Biyombo         ,C    ,23.0,TOR,82.0,22.0,22.0,1.9 ,3.5 ,0.542,0.0,0.0 ,0.0  ,1.9,3.5 ,0.544,0.542,1.7,2.8 ,0.628,2.2,5.8 ,8.0 ,0.4 ,0.2,1.6,0.9,2.7,5.5
53 ,Nemanja Bjelica         ,PF   ,27.0,MIN,60.0,0.0 ,17.9,1.8 ,3.9 ,0.468,0.8,2.1 ,0.384,1.0,1.8 ,0.564,0.57 ,0.7,0.9 ,0.727,0.8,2.7 ,3.5 ,1.4 ,0.4,0.4,0.8,2.6,5.1
55 ,DeJuan Blair            ,C    ,26.0,WAS,29.0,0.0 ,7.5 ,1.0 ,2.3 ,0.412,0.0,0.0 ,0.0  ,1.0,2.3 ,0.418,0.412,0.2,0.4 ,0.385,0.7,1.3 ,2.0 ,0.4 ,0.3,0.1,0.5,1.8,2.1
56 ,Steve Blake             ,PG   ,35.0,DET,58.0,2.0 ,17.0,1.6 ,4.1 ,0.388,0.9,2.6 ,0.344,0.7,1.5 ,0.461,0.496,0.3,0.3 ,0.8  ,0.2,1.4 ,1.5 ,3.4 ,0.4,0.1,1.4,1.2,4.4
57 ,Eric Bledsoe            ,PG   ,26.0,PHO,31.0,31.0,34.2,7.2 ,15.9,0.453,1.5,4.2 ,0.372,5.6,11.7,0.482,0.502,4.5,5.5 ,0.802,0.6,3.5 ,4.0 ,6.1 ,2.0,0.6,3.5,2.4,20.4
58 ,Bojan Bogdanović        ,SF   ,26.0,BRK,79.0,39.0,26.8,4.1 ,9.5 ,0.433,1.6,4.3 ,0.382,2.5,5.2 ,0.474,0.519,1.4,1.7 ,0.833,0.5,2.8 ,3.2 ,1.3 ,0.4,0.1,1.5,1.5,11.2
59 ,Andrew Bogut            ,C    ,31.0,GSW,70.0,66.0,20.7,2.5 ,4.0 ,0.627,0.0,0.0 ,1.0  ,2.5,4.0 ,0.626,0.629,0.3,0.7 ,0.48 ,1.7,5.3 ,7.0 ,2.3 ,0.5,1.6,1.2,3.2,5.4
60 ,Matt Bonner             ,C    ,35.0,SAS,30.0,2.0 ,6.9 ,1.0 ,1.9 ,0.509,0.5,1.1 ,0.441,0.5,0.8 ,0.609,0.64 ,0.1,0.1 ,0.75 ,0.1,0.8 ,0.9 ,0.3 ,0.2,0.0,0.1,0.5,2.5
61 ,Devin Booker            ,SG   ,19.0,PHO,76.0,51.0,27.7,4.8 ,11.4,0.423,1.3,3.8 ,0.343,3.5,7.6 ,0.464,0.48 ,2.8,3.4 ,0.84 ,0.4,2.1 ,2.5 ,2.6 ,0.6,0.3,2.1,3.0,13.8
62 ,Trevor Booker           ,PF   ,28.0,UTA,79.0,2.0 ,20.7,2.4 ,4.9 ,0.49 ,0.2,0.5 ,0.293,2.3,4.4 ,0.513,0.505,0.9,1.3 ,0.67 ,2.1,3.6 ,5.7 ,1.1 ,0.7,0.5,1.0,2.1,5.9
63 ,Chris Bosh*             ,PF   ,31.0,MIA,53.0,53.0,33.5,6.8 ,14.5,0.467,1.5,4.2 ,0.365,5.2,10.3,0.508,0.52 ,4.0,5.1 ,0.795,0.9,6.5 ,7.4 ,2.4 ,0.7,0.6,1.5,1.9,19.1
64 ,Avery Bradley           ,SG   ,25.0,BOS,76.0,72.0,33.4,6.0 ,13.4,0.447,1.9,5.4 ,0.361,4.1,8.1 ,0.505,0.52 ,1.3,1.6 ,0.78 ,0.6,2.3 ,2.9 ,2.1 ,1.5,0.3,1.4,2.2,15.2
65 ,Elton Brand             ,C    ,36.0,PHI,17.0,1.0 ,13.2,1.8 ,4.2 ,0.431,0.0,0.1 ,0.0  ,1.8,4.2 ,0.437,0.431,0.5,0.5 ,0.889,0.5,3.2 ,3.7 ,1.1 ,0.5,0.5,0.6,1.9,4.1
67 ,Corey Brewer            ,SF   ,29.0,HOU,82.0,12.0,20.4,2.6 ,6.7 ,0.384,0.7,2.7 ,0.272,1.8,4.0 ,0.46 ,0.439,1.3,1.7 ,0.75 ,0.5,1.9 ,2.4 ,1.3 ,1.0,0.2,1.0,2.0,7.2
68 ,Aaron Brooks            ,PG   ,31.0,CHI,69.0,0.0 ,16.1,2.7 ,6.8 ,0.401,1.0,2.7 ,0.357,1.8,4.1 ,0.43 ,0.471,0.7,0.9 ,0.766,0.3,1.2 ,1.5 ,2.6 ,0.4,0.1,1.2,1.9,7.1
69 ,Anthony Brown           ,SF   ,23.0,LAL,29.0,11.0,20.7,1.3 ,4.3 ,0.31 ,0.7,2.4 ,0.286,0.7,1.9 ,0.339,0.389,0.6,0.7 ,0.85 ,0.3,2.1 ,2.4 ,0.7 ,0.5,0.2,0.5,1.2,4.0
70 ,Lorenzo Brown           ,PG   ,25.0,PHO,8.0 ,0.0 ,7.6 ,1.0 ,3.1 ,0.32 ,0.1,1.0 ,0.125,0.9,2.1 ,0.412,0.34 ,0.4,0.5 ,0.75 ,0.0,0.9 ,0.9 ,1.4 ,0.4,0.1,1.1,0.5,2.5
71 ,Markel Brown            ,SG   ,24.0,BRK,62.0,6.0 ,15.8,2.0 ,5.2 ,0.394,0.6,2.0 ,0.314,1.4,3.2 ,0.443,0.453,1.1,1.5 ,0.755,0.4,1.6 ,2.0 ,1.5 ,0.6,0.2,0.9,1.5,5.9
72 ,Kobe Bryant*            ,SF   ,37.0,LAL,66.0,66.0,28.2,6.0 ,16.9,0.358,2.0,7.1 ,0.285,4.0,9.8 ,0.41 ,0.417,3.5,4.3 ,0.826,0.6,3.1 ,3.7 ,2.8 ,0.9,0.2,2.0,1.7,17.6
73 ,Chase Budinger          ,SF   ,27.0,TOT,66.0,2.0 ,14.1,1.6 ,3.6 ,0.435,0.4,1.3 ,0.279,1.2,2.3 ,0.523,0.485,0.6,0.8 ,0.696,0.7,1.6 ,2.3 ,1.0 ,0.5,0.2,0.7,0.9,4.1
76 ,Reggie Bullock          ,SF   ,24.0,DET,37.0,0.0 ,11.6,1.2 ,2.6 ,0.439,0.6,1.4 ,0.415,0.6,1.2 ,0.467,0.551,0.4,0.4 ,0.933,0.4,1.5 ,1.8 ,0.7 ,0.3,0.1,0.2,0.8,3.3
77 ,Trey Burke              ,PG   ,23.0,UTA,64.0,0.0 ,21.3,4.1 ,9.9 ,0.413,1.4,4.0 ,0.344,2.7,5.9 ,0.46 ,0.483,1.0,1.3 ,0.817,0.3,1.5 ,1.8 ,2.3 ,0.5,0.1,1.3,1.3,10.6
78 ,Alec Burks              ,SG   ,24.0,UTA,31.0,3.0 ,25.7,4.4 ,10.8,0.41 ,1.0,2.5 ,0.405,3.4,8.2 ,0.412,0.458,3.4,4.5 ,0.752,0.5,3.0 ,3.5 ,2.0 ,0.6,0.1,1.6,2.3,13.3
79 ,Caron Butler            ,SF   ,35.0,SAC,17.0,1.0 ,10.4,1.5 ,3.5 ,0.424,0.2,1.1 ,0.167,1.3,2.4 ,0.537,0.449,0.6,0.7 ,0.833,0.3,1.0 ,1.3 ,0.6 ,0.5,0.1,0.2,1.1,3.7
80 ,Jimmy Butler            ,SG   ,26.0,CHI,67.0,67.0,36.9,7.0 ,15.4,0.454,1.0,3.1 ,0.312,6.1,12.4,0.489,0.485,5.9,7.1 ,0.832,1.2,4.2 ,5.3 ,4.8 ,1.6,0.6,2.0,1.9,20.9
81 ,Rasual Butler           ,SF   ,36.0,SAS,46.0,0.0 ,9.4 ,1.1 ,2.3 ,0.471,0.3,1.1 ,0.306,0.7,1.2 ,0.618,0.543,0.2,0.3 ,0.688,0.1,1.2 ,1.2 ,0.5 ,0.3,0.5,0.2,0.2,2.7
83 ,José Calderón           ,PG   ,34.0,NYK,72.0,72.0,28.1,2.9 ,6.3 ,0.459,1.2,2.8 ,0.414,1.7,3.5 ,0.496,0.552,0.6,0.7 ,0.875,0.3,2.9 ,3.2 ,4.1 ,0.9,0.1,1.2,1.9,7.6
84 ,Kentavious Caldwell-Pope,SG   ,22.0,DET,76.0,76.0,36.7,5.3 ,12.6,0.42 ,1.5,4.9 ,0.309,3.8,7.8 ,0.489,0.479,2.4,3.0 ,0.811,0.9,2.8 ,3.7 ,1.8 ,1.4,0.2,1.4,2.2,14.5
85 ,Isaiah Canaan           ,SG   ,24.0,PHI,77.0,39.0,25.5,3.4 ,9.4 ,0.36 ,2.3,6.3 ,0.363,1.1,3.1 ,0.354,0.482,1.9,2.3 ,0.833,0.3,2.0 ,2.3 ,1.8 ,0.7,0.2,1.2,1.7,11.0
86 ,Clint Capela            ,C    ,21.0,HOU,77.0,35.0,19.1,3.0 ,5.2 ,0.582,0.0,0.0 ,0.0  ,3.0,5.1 ,0.583,0.582,1.0,2.7 ,0.379,2.5,3.9 ,6.4 ,0.6 ,0.8,1.2,0.8,2.5,7.0
87 ,DeMarre Carroll         ,SF   ,29.0,TOR,26.0,22.0,30.2,4.0 ,10.4,0.389,1.8,4.5 ,0.39 ,2.3,5.8 ,0.388,0.474,1.2,1.9 ,0.6  ,1.2,3.5 ,4.7 ,1.0 ,1.7,0.2,1.1,2.4,11.0
88 ,Vince Carter            ,SG   ,39.0,MEM,60.0,3.0 ,16.8,2.2 ,5.7 ,0.388,1.0,2.8 ,0.349,1.2,2.9 ,0.425,0.474,1.2,1.4 ,0.833,0.5,1.9 ,2.4 ,0.9 ,0.6,0.3,0.6,1.7,6.6
90 ,Michael Carter-Williams ,PG   ,24.0,MIL,54.0,37.0,30.5,4.6 ,10.3,0.452,0.3,1.0 ,0.273,4.4,9.3 ,0.472,0.466,2.0,3.0 ,0.654,0.9,4.2 ,5.1 ,5.2 ,1.5,0.8,2.8,3.0,11.5
91 ,Omri Casspi             ,PF   ,27.0,SAC,69.0,21.0,27.2,4.3 ,9.0 ,0.481,1.6,4.0 ,0.409,2.7,5.0 ,0.537,0.571,1.5,2.3 ,0.648,0.8,5.1 ,5.9 ,1.4 ,0.8,0.2,1.4,2.2,11.8
92 ,Willie Cauley-Stein     ,C    ,22.0,SAC,66.0,39.0,21.4,2.9 ,5.1 ,0.563,0.0,0.0 ,0.0  ,2.9,5.1 ,0.567,0.563,1.2,1.9 ,0.648,2.0,3.3 ,5.3 ,0.6 ,0.7,1.0,0.7,2.2,7.0
93 ,Mario Chalmers          ,PG   ,29.0,TOT,61.0,7.0 ,22.5,3.0 ,7.3 ,0.41 ,0.8,2.4 ,0.309,2.2,4.8 ,0.461,0.462,3.6,4.3 ,0.832,0.4,2.2 ,2.6 ,3.8 ,1.4,0.2,1.8,3.0,10.3
96 ,Tyson Chandler          ,C    ,33.0,PHO,66.0,60.0,24.5,2.8 ,4.8 ,0.583,0.0,0.0 ,0.0  ,2.8,4.7 ,0.585,0.583,1.6,2.6 ,0.62 ,2.7,6.1 ,8.7 ,1.0 ,0.5,0.7,1.4,2.2,7.2
98 ,Ian Clark               ,SG   ,24.0,GSW,66.0,1.0 ,8.8 ,1.3 ,3.1 ,0.441,0.5,1.3 ,0.357,0.9,1.8 ,0.5  ,0.515,0.4,0.5 ,0.824,0.2,0.8 ,1.0 ,1.0 ,0.3,0.2,0.7,0.9,3.6
100,Jordan Clarkson         ,SG   ,23.0,LAL,79.0,79.0,32.3,6.0 ,13.9,0.433,1.4,4.1 ,0.347,4.6,9.8 ,0.468,0.483,2.1,2.6 ,0.804,1.2,2.8 ,4.0 ,2.4 ,1.1,0.1,1.7,2.1,15.5
101,Norris Cole             ,PG   ,27.0,NOP,45.0,23.0,26.6,4.4 ,10.8,0.405,0.7,2.3 ,0.324,3.6,8.5 ,0.427,0.439,1.2,1.4 ,0.8  ,0.2,3.1 ,3.4 ,3.7 ,0.8,0.1,1.7,2.3,10.6
102,Darren Collison         ,PG   ,28.0,SAC,74.0,15.0,30.0,5.1 ,10.5,0.486,1.2,2.9 ,0.401,3.9,7.6 ,0.519,0.542,2.6,3.1 ,0.858,0.4,1.9 ,2.3 ,4.3 ,1.0,0.1,1.8,1.9,14.0
103,Nick Collison           ,PF   ,35.0,OKC,59.0,4.0 ,11.8,0.8 ,1.8 ,0.459,0.0,0.0 ,0.0  ,0.8,1.8 ,0.467,0.459,0.4,0.6 ,0.697,1.2,1.7 ,2.9 ,0.9 ,0.3,0.3,0.8,1.8,2.1
104,Mike Conley             ,PG   ,28.0,MEM,56.0,56.0,31.4,5.3 ,12.4,0.422,1.4,3.8 ,0.363,3.9,8.6 ,0.449,0.478,3.4,4.1 ,0.834,0.5,2.5 ,2.9 ,6.1 ,1.2,0.3,1.5,1.8,15.3
105,Pat Connaughton         ,SG   ,23.0,POR,34.0,0.0 ,4.2 ,0.4 ,1.4 ,0.265,0.1,0.6 ,0.238,0.2,0.8 ,0.286,0.316,0.1,0.1 ,1.0  ,0.3,0.6 ,0.9 ,0.3 ,0.1,0.0,0.3,0.2,1.1
106,Chris Copeland          ,PF   ,31.0,MIL,24.0,1.0 ,6.5 ,0.7 ,2.1 ,0.333,0.4,1.5 ,0.278,0.3,0.6 ,0.467,0.431,0.3,0.3 ,0.857,0.0,0.4 ,0.4 ,0.5 ,0.1,0.0,0.3,0.7,2.1
110,DeMarcus Cousins        ,C    ,25.0,SAC,65.0,65.0,34.6,9.2 ,20.5,0.451,1.1,3.2 ,0.333,8.2,17.3,0.473,0.477,7.3,10.2,0.718,2.4,9.1 ,11.5,3.3 ,1.6,1.4,3.8,3.6,26.9
111,Robert Covington        ,SF   ,25.0,PHI,67.0,49.0,28.4,4.1 ,10.6,0.385,2.5,7.2 ,0.353,1.6,3.4 ,0.452,0.504,2.1,2.6 ,0.791,1.0,5.3 ,6.3 ,1.4 ,1.6,0.6,2.1,3.5,12.8
112,Allen Crabbe            ,SG   ,23.0,POR,81.0,8.0 ,26.0,3.8 ,8.4 ,0.459,1.4,3.5 ,0.393,2.5,4.9 ,0.506,0.541,1.2,1.4 ,0.867,0.3,2.3 ,2.7 ,1.2 ,0.8,0.2,0.8,2.4,10.3
113,Jamal Crawford          ,SG   ,35.0,LAC,79.0,5.0 ,26.9,4.8 ,11.9,0.404,1.5,4.4 ,0.34 ,3.3,7.5 ,0.44 ,0.466,3.1,3.4 ,0.904,0.3,1.6 ,1.8 ,2.3 ,0.7,0.2,1.4,1.5,14.2
115,Jae Crowder             ,SF   ,25.0,BOS,73.0,73.0,31.6,4.9 ,11.1,0.443,1.7,5.0 ,0.336,3.3,6.2 ,0.529,0.518,2.7,3.3 ,0.82 ,1.0,4.2 ,5.1 ,1.8 ,1.7,0.5,1.1,2.7,14.2
116,Dante Cunningham        ,SF   ,28.0,NOP,80.0,46.0,24.6,2.3 ,5.2 ,0.451,0.7,2.2 ,0.316,1.6,3.0 ,0.55 ,0.518,0.7,1.0 ,0.695,0.7,2.2 ,3.0 ,1.0 ,0.5,0.4,0.5,2.2,6.1
117,Jared Cunningham        ,SG   ,24.0,TOT,44.0,3.0 ,9.3 ,0.8 ,2.4 ,0.343,0.3,0.9 ,0.308,0.5,1.5 ,0.364,0.4  ,0.8,1.3 ,0.655,0.1,0.8 ,0.9 ,0.5 ,0.3,0.0,0.5,0.9,2.7
120,Seth Curry              ,PG   ,25.0,SAC,44.0,9.0 ,15.7,2.3 ,5.1 ,0.455,1.1,2.5 ,0.45 ,1.2,2.6 ,0.46 ,0.567,1.0,1.2 ,0.833,0.2,1.2 ,1.4 ,1.5 ,0.5,0.1,0.8,0.9,6.8
121,Stephen Curry           ,PG   ,27.0,GSW,79.0,79.0,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9.0 ,0.566,0.63 ,4.6,5.1 ,0.908,0.9,4.6 ,5.4 ,6.7 ,2.1,0.2,3.3,2.0,30.1
122,Troy Daniels            ,SG   ,24.0,CHO,43.0,0.0 ,11.1,2.1 ,4.3 ,0.476,1.4,2.8 ,0.484,0.7,1.5 ,0.462,0.634,0.1,0.2 ,0.556,0.2,1.2 ,1.3 ,0.5 ,0.3,0.1,0.6,0.9,5.6
123,Anthony Davis           ,C    ,22.0,NOP,61.0,61.0,35.5,9.2 ,18.6,0.493,0.6,1.8 ,0.324,8.6,16.9,0.511,0.508,5.3,7.0 ,0.758,2.1,8.1 ,10.3,1.9 ,1.3,2.0,2.0,2.4,24.3
